item,value,coordinate_location
http://www.wikidata.org/entity/Q2189432,KE-41,Point(38.0 -0.3)
http://www.wikidata.org/entity/Q2210716,MV-12,Point(73.466666666 3.016666666)
http://www.wikidata.org/entity/Q2265471,MA-ZAG,Point(-5.833333333 30.316666666)
http://www.wikidata.org/entity/Q2297724,TR-06,Point(32.5 39.6)
http://www.wikidata.org/entity/Q2318898,SI-122,Point(14.3 46.16666667)
http://www.wikidata.org/entity/Q2339589,MA-TIZ,Point(-9.733333333 29.7)
http://www.wikidata.org/entity/Q2365998,LV-016,Point(24.28333333 56.41666667)
http://www.wikidata.org/entity/Q2367822,BD-52,Point(88.5 26.25)
http://www.wikidata.org/entity/Q894093,GB-SWD,Point(-1.74 51.57)
http://www.wikidata.org/entity/Q894095,GB-WRT,Point(-2.596111 53.388889)
http://www.wikidata.org/entity/Q896725,GB-BRC,Point(-0.746944 51.417222)
http://www.wikidata.org/entity/Q897330,BD-04,Point(91.1167 23.9528)
http://www.wikidata.org/entity/Q923117,LT-57,Point(25.283333333 54.683333333)
http://www.wikidata.org/entity/Q928694,HT-NE,Point(-71.8397 19.6678)
http://www.wikidata.org/entity/Q930820,SV-LI,Point(-89.38333 13.75)
http://www.wikidata.org/entity/Q930820,SV-LI,Point(-89.359 13.775)
http://www.wikidata.org/entity/Q932723,BB-09,Point(-59.616666666 13.25)
http://www.wikidata.org/entity/Q938443,SI-173,Point(15.066666666 46.283333333)
http://www.wikidata.org/entity/Q941828,PS-JEM,Point(35.3 31.8)
http://www.wikidata.org/entity/Q943932,HT-ND,Point(-72.2 19.766666666)
http://www.wikidata.org/entity/Q956895,BD-30,Point(89.220030555 23.919855555)
http://www.wikidata.org/entity/Q962654,GN-KE,Point(-9.017222222 9.266388888)
http://www.wikidata.org/entity/Q1005208,SI-021,Point(14.3 46.05)
http://www.wikidata.org/entity/Q1017519,KE-04,Point(34.110833333 0.460833333)
http://www.wikidata.org/entity/Q168949,IR-20,Point(53.920833 35.234722)
http://www.wikidata.org/entity/Q205668,GR-43,Point(22.983333333 39.35)
http://www.wikidata.org/entity/Q737483,MA-SKH,Point(-7.03 33.85)
http://www.wikidata.org/entity/Q999553,SI-066,Point(14.583333333 45.7)
http://www.wikidata.org/entity/Q1003969,SI-024,Point(15.95 46.433333333)
http://www.wikidata.org/entity/Q1009421,SI-051,Point(15.516666666 46.1)
http://www.wikidata.org/entity/Q1015849,SI-202,Point(16.269066572 46.393706165)
http://www.wikidata.org/entity/Q1016805,SI-170,Point(15.08434 45.85343)
http://www.wikidata.org/entity/Q1016805,SI-170,Point(15.087558333 45.857975)
http://www.wikidata.org/entity/Q1019067,SI-158,Point(16.091666666 46.800833333)
http://www.wikidata.org/entity/Q1022488,GB-BNH,Point(-0.152777777 50.827777777)
http://www.wikidata.org/entity/Q1047255,GW-TO,Point(-15.0 11.25)
http://www.wikidata.org/entity/Q1049680,GB-CSR,Point(-5.866666666 54.583333333)
http://www.wikidata.org/entity/Q1053302,NE-2,Point(13.0 14.0)
http://www.wikidata.org/entity/Q1053600,MU-SA,Point(57.5 -20.466666666)
http://www.wikidata.org/entity/Q1061076,RS-20,Point(21.9 43.3)
http://www.wikidata.org/entity/Q1061099,RS-24,Point(21.9 42.55)
http://www.wikidata.org/entity/Q1061128,MD-DO,Point(27.666666666 48.333333333)
http://www.wikidata.org/entity/Q1074485,BF-KOS,Point(-3.85 12.733333333)
http://www.wikidata.org/entity/Q1114927,UG-232,Point(33.55 1.5)
http://www.wikidata.org/entity/Q1120443,GB-NTY,Point(-1.5456 55.0123)
http://www.wikidata.org/entity/Q1123340,JM-07,Point(-77.633333333 18.383333333)
http://www.wikidata.org/entity/Q1129788,SV-PA,Point(-88.959 13.484)
http://www.wikidata.org/entity/Q1130677,SV-CU,Point(-89.031 13.838)
http://www.wikidata.org/entity/Q1130688,SV-UN,Point(-87.88 13.542)
http://www.wikidata.org/entity/Q1136118,GB-TOB,Point(-3.556944444 50.452222222)
http://www.wikidata.org/entity/Q1137551,DO-04,Point(-71.1 18.2)
http://www.wikidata.org/entity/Q1140891,SR-PR,Point(-55.337222 5.433611)
http://www.wikidata.org/entity/Q1154101,PW-228,Point(134.616666666 7.55)
http://www.wikidata.org/entity/Q1159531,CD-LU,Point(25.46666667 -10.71666667)
http://www.wikidata.org/entity/Q1186535,UG-403,Point(31.083333333 1.416666666)
http://www.wikidata.org/entity/Q1187200,NR-08,Point(166.914444444 -0.523611111)
http://www.wikidata.org/entity/Q1208362,FJ-13,Point(178.0 -18.166666666)
http://www.wikidata.org/entity/Q1229758,UG-303,Point(31.083333333 2.916666666)
http://www.wikidata.org/entity/Q1257443,MA-TET,Point(-5.36666667 35.56666667)
http://www.wikidata.org/entity/Q1291077,GD-05,Point(-61.7 12.183333333)
http://www.wikidata.org/entity/Q1331932,DO-17,Point(-70.33 18.29)
http://www.wikidata.org/entity/Q1352533,DO-16,Point(-71.75 18.033333333)
http://www.wikidata.org/entity/Q1352536,DO-32,Point(-69.929611 18.483402)
http://www.wikidata.org/entity/Q1353668,BS-IN,Point(-73.28705 21.076811111)
http://www.wikidata.org/entity/Q1355642,CV-RG,Point(-25.06666667 17.18333333)
http://www.wikidata.org/entity/Q1362109,UG-106,Point(32.0 0.083333333)
http://www.wikidata.org/entity/Q1365257,FJ-12,Point(178.333333333 -18.083333333)
http://www.wikidata.org/entity/Q1365265,FJ-02,Point(178.601111111 -16.776111111)
http://www.wikidata.org/entity/Q1365322,FJ-14,Point(178.5 -17.833333333)
http://www.wikidata.org/entity/Q1368543,MA-ESI,Point(-9.766666666 31.5)
http://www.wikidata.org/entity/Q1375789,UG-223,Point(34.333333333 0.9)
http://www.wikidata.org/entity/Q1385577,BS-EX,Point(-76.08333333 23.71666667)
http://www.wikidata.org/entity/Q1412034,MA-FIG,Point(-1.226944444 32.116666666)
http://www.wikidata.org/entity/Q1429761,BD-51,Point(90.3181 22.3542)
http://www.wikidata.org/entity/Q1432094,GN-TO,Point(-11.6833 11.45)
http://www.wikidata.org/entity/Q1432094,GN-TO,Point(-11.8004 11.4883)
http://www.wikidata.org/entity/Q1434621,HT-OU,Point(-72.24 18.573)
http://www.wikidata.org/entity/Q1434621,HT-OU,Point(-72.29141 18.66381)
http://www.wikidata.org/entity/Q1456055,GN-FR,Point(-13.585555555 10.368611111)
http://www.wikidata.org/entity/Q1466462,EE-39,Point(22.666666666 58.833333333)
http://www.wikidata.org/entity/Q1471266,SA-12,Point(39.5 29.5)
http://www.wikidata.org/entity/Q1499046,KE-09,Point(38.6667 0.883333)
http://www.wikidata.org/entity/Q1540744,KN-03,Point(-62.691667 17.291667)
http://www.wikidata.org/entity/Q1552897,CV-PN,Point(-25.064630555 17.019505555)
http://www.wikidata.org/entity/Q1585725,BG-22,Point(23.333333333 42.7)
http://www.wikidata.org/entity/Q1587261,SI-171,Point(15.448644444 46.379938888)
http://www.wikidata.org/entity/Q1635606,MA-SKH,Point(-6.907647222 33.923366666)
http://www.wikidata.org/entity/Q1676934,LC-01,Point(-61.01638889 13.91638889)
http://www.wikidata.org/entity/Q1687516,MA-JRA,Point(-2.163611111 34.311666666)
http://www.wikidata.org/entity/Q1687545,SG-04,Point(103.899 1.325)
http://www.wikidata.org/entity/Q1721867,KE-11,Point(34.75 0.283333)
http://www.wikidata.org/entity/Q1755961,LT-37,Point(23.606111111 55.75)
http://www.wikidata.org/entity/Q1771681,BS-SW,Point(-76.761111111 25.545833333)
http://www.wikidata.org/entity/Q1772745,DO-29,Point(-69.79 18.81)
http://www.wikidata.org/entity/Q1781017,GN-ML,Point(-12.302 12.086)
http://www.wikidata.org/entity/Q1781017,GN-ML,Point(-12.3014 12.0839)
http://www.wikidata.org/entity/Q1781303,GN-LA,Point(-12.286111111 11.318055555)
http://www.wikidata.org/entity/Q1781312,GN-KN,Point(-13.302222222 12.483888888)
http://www.wikidata.org/entity/Q1800699,KE-20,Point(36.66666667 0.08333333)
http://www.wikidata.org/entity/Q1808143,SI-198,Point(15.666666666 46.316666666)
http://www.wikidata.org/entity/Q1816580,BI-BM,Point(29.360833333 -3.378888888)
http://www.wikidata.org/entity/Q1831695,LV-047,Point(27.16666667 55.9)
http://www.wikidata.org/entity/Q1862981,BD-22,Point(89.2 23.17)
http://www.wikidata.org/entity/Q1952603,AG-07,Point(-61.766666666 17.1)
http://www.wikidata.org/entity/Q1995769,LV-006,Point(21.566944444 56.981666666)
http://www.wikidata.org/entity/Q2012050,UA-14,Point(37.74 48.14)
http://www.wikidata.org/entity/Q2021942,DO-26,Point(-71.35 19.483333333)
http://www.wikidata.org/entity/Q2069342,LT-24,Point(23.65 54.176111111)
http://www.wikidata.org/entity/Q337627,TH-19,Point(100.909722222 14.528333333)
http://www.wikidata.org/entity/Q338296,CZ-20C,Point(13.731666666 50.104166666)
http://www.wikidata.org/entity/Q372144,OM-MU,Point(56.3 26.0)
http://www.wikidata.org/entity/Q372461,PY-11,Point(-57.416666666 -25.3)
http://www.wikidata.org/entity/Q376797,TR-25,Point(41.566944444 40.063055555)
http://www.wikidata.org/entity/Q378780,NR-12,Point(166.920833333 -0.517222222)
http://www.wikidata.org/entity/Q388274,YE-IB,Point(44.183333333 13.95)
http://www.wikidata.org/entity/Q395166,CI-16,Point(-4.0 6.0)
http://www.wikidata.org/entity/Q399063,SB-CH,Point(156.96389 -7.00028)
http://www.wikidata.org/entity/Q405926,TL-AN,Point(125.483333333 -9.083333333)
http://www.wikidata.org/entity/Q427246,CD-TU,Point(19.2 -0.733333333)
http://www.wikidata.org/entity/Q429685,UG-C,Point(32.583333333 0.316666666)
http://www.wikidata.org/entity/Q431729,GH-AA,Point(0.0 5.75)
http://www.wikidata.org/entity/Q432317,BF-GOU,Point(-0.5 12.083333333)
http://www.wikidata.org/entity/Q457499,AZ-QBA,Point(48.5 41.37)
http://www.wikidata.org/entity/Q457508,AZ-QOB,Point(48.921111 40.535)
http://www.wikidata.org/entity/Q459748,TH-13,Point(100.524722222 14.020833333)
http://www.wikidata.org/entity/Q464953,NG-KW,Point(5.0 8.5)
http://www.wikidata.org/entity/Q465490,SD-KS,Point(29.883333333 11.133333333)
http://www.wikidata.org/entity/Q466212,TH-26,Point(101.201666666 14.212222222)
http://www.wikidata.org/entity/Q466526,MZ-G,Point(32.75 -23.75)
http://www.wikidata.org/entity/Q466547,MZ-I,Point(34.5 -23.0)
http://www.wikidata.org/entity/Q472788,JO-AM,Point(35.932777777 31.949722222)
http://www.wikidata.org/entity/Q476703,AZ-UCA,Point(47.65 40.5)
http://www.wikidata.org/entity/Q483083,TR-77,Point(29.193611111 40.644166666)
http://www.wikidata.org/entity/Q485056,KZ-AKM,Point(69.0 52.0)
http://www.wikidata.org/entity/Q485322,KZ-KZY,Point(64.0 45.0)
http://www.wikidata.org/entity/Q485496,KZ-SHY,Point(69.6 42.3)
http://www.wikidata.org/entity/Q486144,KZ-PAV,Point(76.95 52.3)
http://www.wikidata.org/entity/Q488811,UZ-JI,Point(67.666666666 40.416666666)
http://www.wikidata.org/entity/Q494882,CV-CA,Point(-23.667777777 15.0975)
http://www.wikidata.org/entity/Q502148,KH-6,Point(104.883333333 12.7)
http://www.wikidata.org/entity/Q502192,CR-H,Point(-84.0 10.416666666)
http://www.wikidata.org/entity/Q503928,NG-PL,Point(9.75 9.166666666)
http://www.wikidata.org/entity/Q503941,NG-SO,Point(5.25 13.083333333)
http://www.wikidata.org/entity/Q505220,PE-HUV,Point(-75.09 -13.02)
http://www.wikidata.org/entity/Q505691,GB-OMH,Point(-7.298 54.6)
http://www.wikidata.org/entity/Q506056,BZ-BZ,Point(-88.166666666 17.25)
http://www.wikidata.org/entity/Q516261,MA-NOU,Point(-7.611388888 33.361111111)
http://www.wikidata.org/entity/Q522221,SV-CH,Point(-89.076 14.173)
http://www.wikidata.org/entity/Q530813,PW-010,Point(134.133333333 6.9)
http://www.wikidata.org/entity/Q533257,MT-21,Point(14.529444444 35.889166666)
http://www.wikidata.org/entity/Q541468,NZ-WTC,Point(171.4 -42.6)
http://www.wikidata.org/entity/Q543006,BF-04,Point(-0.25 11.5)
http://www.wikidata.org/entity/Q544118,RS-12,Point(20.883333333 43.983333333)
http://www.wikidata.org/entity/Q550021,LU-WI,Point(5.933333 49.95)
http://www.wikidata.org/entity/Q556206,SI-035,Point(13.983333333 45.583333333)
http://www.wikidata.org/entity/Q569453,SC-02,Point(55.483333333 -4.708333333)
http://www.wikidata.org/entity/Q570618,SI-018,Point(15.883333333 46.483333333)
http://www.wikidata.org/entity/Q576417,VU-TAE,Point(169.5 -19.5)
http://www.wikidata.org/entity/Q576651,GD-03,Point(-61.75 12.05)
http://www.wikidata.org/entity/Q580069,RS-22,Point(22.6 43.166666666)
http://www.wikidata.org/entity/Q581822,UG-209,Point(34.333333333 0.95)
http://www.wikidata.org/entity/Q588927,UG-320,Point(31.1 3.166666666)
http://www.wikidata.org/entity/Q591139,HN-SB,Point(-88.233333333 14.916666666)
http://www.wikidata.org/entity/Q592249,PS-DEB,Point(34.35 31.42)
http://www.wikidata.org/entity/Q594405,DO-13,Point(-70.53 19.22)
http://www.wikidata.org/entity/Q596156,ZW-MC,Point(31.0 -17.0)
http://www.wikidata.org/entity/Q605672,CD-HL,Point(24.99055556 -8.73861111)
http://www.wikidata.org/entity/Q607499,CM-SW,Point(9.238055555 4.15)
http://www.wikidata.org/entity/Q617375,JP-34,Point(132.45975 34.396472222)
http://www.wikidata.org/entity/Q631610,MA-LAA,Point(-13.203591666 27.156538888)
http://www.wikidata.org/entity/Q632495,TV-VAI,Point(178.67456 -7.4742)
http://www.wikidata.org/entity/Q632495,TV-VAI,Point(178.683333333 -7.466666666)
http://www.wikidata.org/entity/Q644048,AZ-QBI,Point(46.5333 39.2667)
http://www.wikidata.org/entity/Q651573,WS-SA,Point(-172.633333333 -13.633333333)
http://www.wikidata.org/entity/Q652056,CD-BU,Point(24.740555555 2.805555555)
http://www.wikidata.org/entity/Q652773,BT-41,Point(91.666666666 27.25)
http://www.wikidata.org/entity/Q652845,MM-12,Point(97.333333333 19.25)
http://www.wikidata.org/entity/Q658903,MT-47,Point(14.485 35.833333333)
http://www.wikidata.org/entity/Q674664,BF-BAN,Point(-4.166666666 12.166666666)
http://www.wikidata.org/entity/Q677037,IN-TG,Point(79.59 17.99)
http://www.wikidata.org/entity/Q682654,PY-10,Point(-54.614305555 -25.514027777)
http://www.wikidata.org/entity/Q684183,MD-CT,Point(28.333333333 46.25)
http://www.wikidata.org/entity/Q684307,GB-WGN,Point(-2.616666666 53.533333333)
http://www.wikidata.org/entity/Q690880,PG-ESW,Point(143.25 -4.333333333)
http://www.wikidata.org/entity/Q691220,MT-31,Point(14.366388888 35.919722222)
http://www.wikidata.org/entity/Q691842,LU-DI,Point(6.2 49.8)
http://www.wikidata.org/entity/Q692912,NZ-OTA,Point(169.94 -45.28)
http://www.wikidata.org/entity/Q697805,MH-JAB,Point(168.966666666 7.75)
http://www.wikidata.org/entity/Q705941,DJ-AR,Point(42.842778 11.514444)
http://www.wikidata.org/entity/Q720221,LU-EC,Point(6.4 49.8)
http://www.wikidata.org/entity/Q721441,JO-IR,Point(35.857222 32.545556)
http://www.wikidata.org/entity/Q722515,MW-TH,Point(35.16666668 -16.16666668)
http://www.wikidata.org/entity/Q726620,CF-AC,Point(18.0 7.0)
http://www.wikidata.org/entity/Q728120,NI-JI,Point(-86.0 13.083333333)
http://www.wikidata.org/entity/Q728155,NI-SJ,Point(-84.696666666 11.309722222)
http://www.wikidata.org/entity/Q728933,BT-24,Point(90.166666666 27.5)
http://www.wikidata.org/entity/Q728938,BT-32,Point(90.5 27.516667)
http://www.wikidata.org/entity/Q741121,MH-LAE,Point(166.2375 8.936111111)
http://www.wikidata.org/entity/Q742455,CF-NM,Point(15.5 5.5)
http://www.wikidata.org/entity/Q748523,NG-KE,Point(4.0 11.5)
http://www.wikidata.org/entity/Q753120,CZ-311,Point(14.475 48.973888888)
http://www.wikidata.org/entity/Q753795,MD-BR,Point(27.0 48.25)
http://www.wikidata.org/entity/Q763504,LT-06,Point(24.8125 56.282777777)
http://www.wikidata.org/entity/Q763504,LT-06,Point(24.8125 56.2828)
http://www.wikidata.org/entity/Q765370,CG-14,Point(14.7525 -2.535833333)
http://www.wikidata.org/entity/Q765984,GT-JU,Point(-89.8925 14.282777777)
http://www.wikidata.org/entity/Q775323,MV-02,Point(72.816666666 3.866666666)
http://www.wikidata.org/entity/Q778738,ZM-05,Point(31.0 -11.0)
http://www.wikidata.org/entity/Q2072209,LV-051,Point(24.7 56.733333333)
http://www.wikidata.org/entity/Q2093552,BD-15,Point(89.83 23.5)
http://www.wikidata.org/entity/Q2096558,BS-CS,Point(-77.9 24.4)
http://www.wikidata.org/entity/Q2124995,LV-081,Point(21.16194444 56.15916667)
http://www.wikidata.org/entity/Q2128862,MD-CR,Point(29.0 47.166666666)
http://www.wikidata.org/entity/Q2128882,MD-CA,Point(28.333333333 45.833333333)
http://www.wikidata.org/entity/Q2140753,LV-087,Point(24.350555555 56.851666666)
http://www.wikidata.org/entity/Q2161795,LV-065,Point(25.30777778 56.20444444)
http://www.wikidata.org/entity/Q2283574,LT-29,Point(21.973888888 55.131111111)
http://www.wikidata.org/entity/Q2299223,LV-096,Point(25.6833 57.6167)
http://www.wikidata.org/entity/Q2299251,LV-091,Point(24.86666667 57.15)
http://www.wikidata.org/entity/Q2302964,LV-097,Point(22.6 57.25)
http://www.wikidata.org/entity/Q2302998,LV-048,Point(24.77055556 57.21472222)
http://www.wikidata.org/entity/Q2316922,MV-00,Point(72.83333333 3.58333333)
http://www.wikidata.org/entity/Q2316922,MV-00,Point(72.83 3.65)
http://www.wikidata.org/entity/Q2321579,LV-067,Point(25.0525 56.846111111)
http://www.wikidata.org/entity/Q2348751,BD-28,Point(89.66 25.75)
http://www.wikidata.org/entity/Q2360368,MV-23,Point(72.866666666 6.616666666)
http://www.wikidata.org/entity/Q2367825,BD-64,Point(88.25 25.95)
http://www.wikidata.org/entity/Q3441796,SI-202,Point(16.2703 46.3961)
http://www.wikidata.org/entity/Q19286504,MC-JE,Point(7.41402 43.73126)
http://www.wikidata.org/entity/Q21,GB-ENG,Point(-1.0 53.0)
http://www.wikidata.org/entity/Q176,CA-QC,Point(-72.0 52.0)
http://www.wikidata.org/entity/Q231,BE-WAL,Point(5.266666666 50.35)
http://www.wikidata.org/entity/Q752,NL-GR,Point(6.737777777 53.258055555)
http://www.wikidata.org/entity/Q775,NL-GE,Point(5.9167 52.0833)
http://www.wikidata.org/entity/Q797,US-AK,Point(-150.0 64.0)
http://www.wikidata.org/entity/Q812,US-FL,Point(-81.631666666 28.133333333)
http://www.wikidata.org/entity/Q824,US-OR,Point(-120.575 43.935833)
http://www.wikidata.org/entity/Q1055,DE-HH,Point(10.0 53.55)
http://www.wikidata.org/entity/Q1142,FR-A,Point(7.5 48.5)
http://www.wikidata.org/entity/Q1174,IN-HR,Point(76.324586 29.193657)
http://www.wikidata.org/entity/Q1179,FR-B,Point(0.0 44.583333333)
http://www.wikidata.org/entity/Q1185,IN-KA,Point(76.0 15.0)
http://www.wikidata.org/entity/Q1190,FR-L,Point(1.620483333 45.68795)
http://www.wikidata.org/entity/Q1195,IN-ML,Point(91.88 25.57)
http://www.wikidata.org/entity/Q1197,DE-NI,Point(9.393055555 52.756111111)
http://www.wikidata.org/entity/Q1207,US-ND,Point(-100.5 47.5)
http://www.wikidata.org/entity/Q1212,US-MT,Point(-110.0 47.0)
http://www.wikidata.org/entity/Q1214,US-WY,Point(-107.5 43.0)
http://www.wikidata.org/entity/Q1221,US-ID,Point(-114.0 45.0)
http://www.wikidata.org/entity/Q1261,US-CO,Point(-105.5 39.0)
http://www.wikidata.org/entity/Q1371,US-WV,Point(-80.5 39.0)
http://www.wikidata.org/entity/Q1393,US-DE,Point(-75.5 39.0)
http://www.wikidata.org/entity/Q1527,US-MN,Point(-94.0 46.0)
http://www.wikidata.org/entity/Q1697,RU-MOS,Point(37.738 55.628)
http://www.wikidata.org/entity/Q1741,AT-9,Point(16.373064 48.20833)
http://www.wikidata.org/entity/Q1844,LI-11,Point(9.521944444 47.139722222)
http://www.wikidata.org/entity/Q1854,VN-SG,Point(106.633333333 10.816666666)
http://www.wikidata.org/entity/Q1865,MY-14,Point(101.695277777 3.147777777)
http://www.wikidata.org/entity/Q1867,TW-TPE,Point(121.531944444 25.047777777)
http://www.wikidata.org/entity/Q1953,AM-ER,Point(44.514444444 40.181388888)
http://www.wikidata.org/entity/Q2121,CL-CO,Point(-71.254166666 -29.907777777)
http://www.wikidata.org/entity/Q2181,CL-AI,Point(-72.066111111 -45.57)
http://www.wikidata.org/entity/Q2280,BY-HM,Point(27.561837 53.902246)
http://www.wikidata.org/entity/Q3068,FR-44,Point(-1.666666666 47.333333333)
http://www.wikidata.org/entity/Q3216,FR-12,Point(2.7 44.25)
http://www.wikidata.org/entity/Q3361,FR-25,Point(6.416666666 47.166666666)
http://www.wikidata.org/entity/Q3389,FR-29,Point(-4.0 48.25)
http://www.wikidata.org/entity/Q4511,AM-KT,Point(44.75 40.416666666)
http://www.wikidata.org/entity/Q5689,FI-01,Point(20.0 60.25)
http://www.wikidata.org/entity/Q5704,FI-14,Point(26.0 65.0)
http://www.wikidata.org/entity/Q5772,ES-MC,Point(-1.833333333 38.0)
http://www.wikidata.org/entity/Q11929,CH-SO,Point(7.633333333 47.15)
http://www.wikidata.org/entity/Q12121,CH-LU,Point(8.116666666 47.083333333)
http://www.wikidata.org/entity/Q12404,CH-UR,Point(8.616666666 46.783333333)
http://www.wikidata.org/entity/Q12709,FR-66,Point(2.75 42.5)
http://www.wikidata.org/entity/Q12730,FR-70,Point(6.0 47.583333333)
http://www.wikidata.org/entity/Q12758,FR-76,Point(0.833333333 49.666666666)
http://www.wikidata.org/entity/Q12820,FR-78,Point(1.916666666 48.833333333)
http://www.wikidata.org/entity/Q15919,SI-114,Point(15.42099741 46.336214186)
http://www.wikidata.org/entity/Q23156,GB-DEV,Point(-3.8 50.7)
http://www.wikidata.org/entity/Q201074,SI-132,Point(16.32027778 46.62777778)
http://www.wikidata.org/entity/Q285072,KE-10,Point(36.8667 -2.0)
http://www.wikidata.org/entity/Q477968,MA-02,Point(-6.583333333 34.25)
http://www.wikidata.org/entity/Q778147,SI-088,Point(14.69805556 45.52888889)
http://www.wikidata.org/entity/Q778147,SI-088,Point(14.72833 45.54889)
http://www.wikidata.org/entity/Q1323683,KE-25,Point(37.96666667 2.31666667)
http://www.wikidata.org/entity/Q1852202,KE-31,Point(36.0 -0.5)
http://www.wikidata.org/entity/Q1852209,KE-46,Point(40.0689 1.74722)
http://www.wikidata.org/entity/Q2230311,KE-15,Point(37.28333333 -0.5)
http://www.wikidata.org/entity/Q2429432,BD-59,Point(89.62 24.33)
http://www.wikidata.org/entity/Q2444636,CZ-102,Point(14.442777777 50.074166666)
http://www.wikidata.org/entity/Q2444921,CZ-110,Point(14.46417 50.06667)
http://www.wikidata.org/entity/Q2559188,UG-W,Point(30.6833 -0.65)
http://www.wikidata.org/entity/Q2559686,UG-N,Point(32.3 2.783333333)
http://www.wikidata.org/entity/Q2640183,MV-28,Point(73.166666666 0.416666666)
http://www.wikidata.org/entity/Q2673020,GB-MDB,Point(-1.238 54.573)
http://www.wikidata.org/entity/Q2699411,BS-NS,Point(-78.09611111 24.76694444)
http://www.wikidata.org/entity/Q2702334,BS-MC,Point(-77.783333333 24.166666666)
http://www.wikidata.org/entity/Q2787568,TZ-30,Point(31.3 -1.91666667)
http://www.wikidata.org/entity/Q2790675,BG-17,Point(26.583333333 43.5)
http://www.wikidata.org/entity/Q3044818,GD-10,Point(-61.4617 12.4833)
http://www.wikidata.org/entity/Q3274762,LV-110,Point(28.1212 56.3873)
http://www.wikidata.org/entity/Q3299782,ME-11,Point(19.581666666 42.958611111)
http://www.wikidata.org/entity/Q3305169,ME-20,Point(19.216666666 41.933333333)
http://www.wikidata.org/entity/Q3441817,SI-112,Point(15.08333333 46.51666667)
http://www.wikidata.org/entity/Q3537661,UG-420,Point(30.3 0.35)
http://www.wikidata.org/entity/Q3539116,UG-421,Point(32.3 2.0)
http://www.wikidata.org/entity/Q3545641,SD-DE,Point(26.5 11.166666666)
http://www.wikidata.org/entity/Q2410368,MA-OUD,Point(-15.95 23.716667)
http://www.wikidata.org/entity/Q2416186,LV-063,Point(23.116666666 57.333333333)
http://www.wikidata.org/entity/Q2487249,TT-MRC,Point(-61.006737 10.297861)
http://www.wikidata.org/entity/Q2523428,AM-SU,Point(46.25 39.25)
http://www.wikidata.org/entity/Q2545297,VC-06,Point(-61.23333333 13.01666667)
http://www.wikidata.org/entity/Q2559220,UG-E,Point(33.2 0.41666667)
http://www.wikidata.org/entity/Q2750534,CZ-109,Point(14.5 50.110555555)
http://www.wikidata.org/entity/Q2989420,LV-005,Point(24.83 57.782222222)
http://www.wikidata.org/entity/Q3259688,SI-006,Point(13.55 46.33333333)
http://www.wikidata.org/entity/Q3346841,SI-108,Point(15.51527778 46.53833333)
http://www.wikidata.org/entity/Q3484655,SI-054,Point(15.48333333 45.95)
http://www.wikidata.org/entity/Q3502521,SI-106,Point(15.63799528 46.23151111)
http://www.wikidata.org/entity/Q3509893,SI-206,Point(15.22138889 45.86222222)
http://www.wikidata.org/entity/Q3516752,PW-050,Point(131.12388889 3.00583333)
http://www.wikidata.org/entity/Q3526470,UG-404,Point(30.0 -1.25)
http://www.wikidata.org/entity/Q3539547,UG-424,Point(30.4 1.1)
http://www.wikidata.org/entity/Q3539572,UG-328,Point(32.0 2.63333333)
http://www.wikidata.org/entity/Q3539602,UG-329,Point(33.5 2.5)
http://www.wikidata.org/entity/Q21713441,BS-RC,Point(-74.868888888 23.682222222)
http://www.wikidata.org/entity/Q64,DE-BE,Point(13.383333333 52.516666666)
http://www.wikidata.org/entity/Q145,GB-UKM,Point(-2.0 54.6)
http://www.wikidata.org/entity/Q956,CN-BJ,Point(116.391388888 39.905)
http://www.wikidata.org/entity/Q1116,BE-VAN,Point(4.416666666 51.216666666)
http://www.wikidata.org/entity/Q1118,BE-VBR,Point(4.583333333 50.916666666)
http://www.wikidata.org/entity/Q1202,DE-SN,Point(13.358888888 51.026944444)
http://www.wikidata.org/entity/Q1435,HR-21,Point(15.95 45.8)
http://www.wikidata.org/entity/Q1863,AD-07,Point(1.5 42.5)
http://www.wikidata.org/entity/Q1952,CA-NS,Point(-63.0 45.0)
http://www.wikidata.org/entity/Q1965,CA-NB,Point(-66.0 46.6)
http://www.wikidata.org/entity/Q2120,CL-AT,Point(-70.332222222 -27.366666666)
http://www.wikidata.org/entity/Q2133,CL-LI,Point(-71.124527777 -34.371944444)
http://www.wikidata.org/entity/Q2170,CL-BI,Point(-73.063055555 -36.772777777)
http://www.wikidata.org/entity/Q2841,CO-DC,Point(-74.0705 4.612638888)
http://www.wikidata.org/entity/Q3113,FR-03,Point(3.166666666 46.333333333)
http://www.wikidata.org/entity/Q3164,FR-08,Point(4.586666666 49.578611111)
http://www.wikidata.org/entity/Q3194,FR-10,Point(4.166666666 48.333333333)
http://www.wikidata.org/entity/Q3207,FR-11,Point(2.416666666 43.083333333)
http://www.wikidata.org/entity/Q3258,AU-ACT,Point(148.980555555 -35.45)
http://www.wikidata.org/entity/Q3286,FR-18,Point(2.444444444 47.081111111)
http://www.wikidata.org/entity/Q3334,FR-2B,Point(9.2 42.466666666)
http://www.wikidata.org/entity/Q3353,FR-23,Point(2.05 46.583333333)
http://www.wikidata.org/entity/Q3364,FR-26,Point(5.166666666 44.75)
http://www.wikidata.org/entity/Q3410,GB-HRT,Point(-0.2 51.9)
http://www.wikidata.org/entity/Q3540,ID-BT,Point(106.25 -6.5)
